2023-05-14T09:34:52.471Z, INFO,  core: successful mount: namespace="" path=projects-api/database/ type=database
2023-05-14T09:34:52.481Z, INFO,  secrets.database.database_4bb6eef4: populating role rotation queue
2023-05-14T09:34:52.482Z, INFO,  secrets.database.database_4bb6eef4: starting periodic ticker
2023-05-14T09:35:13.293Z, INFO,  core: successful mount: namespace="" path=projects-api/secrets/ type=kv
2023-05-14T09:35:13.303Z, INFO,  secrets.kv.kv_fc0e7648: collecting keys to upgrade
2023-05-14T09:35:13.303Z, INFO,  secrets.kv.kv_fc0e7648: done collecting keys: num_keys=1
2023-05-14T09:35:13.303Z, INFO,  secrets.kv.kv_fc0e7648: upgrading keys finished
2023-05-14T09:38:16.310Z, ERROR, secrets.system.system_1a396761: error occurred during enable credential: path=approle/ error="path is already in use at approle/"
2023-05-14T09:38:16.386Z, ERROR, secrets.system.system_1a396761: error occurred during enable mount: path=projects-api/database/ error="path is already in use at projects-api/database/"
2023-05-14T09:38:16.467Z, ERROR, secrets.system.system_1a396761: error occurred during enable mount: path=projects-api/secrets/ error="path is already in use at projects-api/secrets/"
2023-05-14T10:10:50.599Z, ERROR, secrets.system.system_1a396761: error occurred during enable credential: path=approle/ error="path is already in use at approle/"
2023-05-14T10:10:50.656Z, ERROR, secrets.system.system_1a396761: error occurred during enable mount: path=projects-api/database/ error="path is already in use at projects-api/database/"
2023-05-14T10:10:50.707Z, ERROR, secrets.system.system_1a396761: error occurred during enable mount: path=projects-api/secrets/ error="path is already in use at projects-api/secrets/"
2023-05-14T10:13:27.951Z, INFO,  expiration: revoked lease: lease_id=projects-api/database/creds/projects-api-role/QxM79wudYtNjpdTbatxP5ORs
2023-05-14T11:11:27.770Z, INFO,  expiration: revoked lease: lease_id=auth/approle/login/h91abe3a284cd44817c7b049c3ec33add1f960b23cf73e3b04ab556ca9414b297
2023-05-14T12:21:58.211Z, ERROR, secrets.system.system_1a396761: error occurred during enable credential: path=approle/ error="path is already in use at approle/"
2023-05-14T12:21:58.299Z, ERROR, secrets.system.system_1a396761: error occurred during enable mount: path=projects-api/database/ error="path is already in use at projects-api/database/"
2023-05-14T12:21:58.394Z, ERROR, secrets.system.system_1a396761: error occurred during enable mount: path=projects-api/secrets/ error="path is already in use at projects-api/secrets/"
2023-05-14T12:24:11.509Z, INFO,  expiration: revoked lease: lease_id=projects-api/database/creds/projects-api-role/HxUvdx1cmVw9J6vpXESPdYIf
